Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
lexical_n_letters,0.00046883694534962647,1.6929427664437117e-06,0.0,0.08833386713328795,0.01339501867559683,0.10708114490055637,0.3272366061537561,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,18,True,False,Multivariate
grammatical_gender,-7.14143439321948e-24,1.0400080955351759e-23,0.7538549743936468,0.08833386713328795,0.01339501867559683,0.10708114490055637,0.3272366061537561,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,18,True,False,Multivariate
grammatical_number,9.412050831316352e-05,7.902538807934868e-07,0.0,0.08833386713328795,0.01339501867559683,0.10708114490055637,0.3272366061537561,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,18,True,False,Multivariate
grammatical_pos,4.44795885815925e-05,5.594374569741502e-07,0.0,0.08833386713328795,0.01339501867559683,0.10708114490055637,0.3272366061537561,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,18,True,False,Multivariate
grammatical_tense,0.000889708536565572,3.012541083864883e-06,0.0,0.08833386713328795,0.01339501867559683,0.10708114490055637,0.3272366061537561,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,18,True,False,Multivariate
grammatical_person,8.127177747318567e-05,7.447409849828244e-07,0.0,0.08833386713328795,0.01339501867559683,0.10708114490055637,0.3272366061537561,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,18,True,False,Multivariate
sequential_posit_from_start,0.0016497833707898994,2.7949400274238576e-06,0.0,0.08833386713328795,0.01339501867559683,0.10708114490055637,0.3272366061537561,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,18,True,False,Multivariate
sentential_question,0.00015286009609595923,9.54051074861389e-07,0.0,0.08833386713328795,0.01339501867559683,0.10708114490055637,0.3272366061537561,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,18,True,False,Multivariate
