Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
lexical_n_letters,0.0008892486214752471,2.758958988955836e-06,0.0,0.08846256886415768,0.014782098614679152,0.11295609364092246,0.3360952159238587,svo_long_word_level_offset_simplif,gpt2,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_gender,5.541009611745961e-05,5.514228262860658e-07,0.0,0.08846256886415768,0.014782098614679152,0.11295609364092246,0.3360952159238587,svo_long_word_level_offset_simplif,gpt2,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_number,0.00011484540909317076,8.442333396073377e-07,0.0,0.08846256886415768,0.014782098614679152,0.11295609364092246,0.3360952159238587,svo_long_word_level_offset_simplif,gpt2,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_pos,0.0004580231752793479,1.3017576253670752e-06,0.0,0.08846256886415768,0.014782098614679152,0.11295609364092246,0.3360952159238587,svo_long_word_level_offset_simplif,gpt2,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_tense,1.3972295400462837e-05,2.200090549247153e-07,0.0,0.08846256886415768,0.014782098614679152,0.11295609364092246,0.3360952159238587,svo_long_word_level_offset_simplif,gpt2,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_person,0.0001382012939926984,1.1852624092001626e-06,0.0,0.08846256886415768,0.014782098614679152,0.11295609364092246,0.3360952159238587,svo_long_word_level_offset_simplif,gpt2,0,,True,False,last-token,euclidean,12,True,False,Multivariate
sequential_posit_from_start,0.0011884191492584767,2.502080999845215e-06,0.0,0.08846256886415768,0.014782098614679152,0.11295609364092246,0.3360952159238587,svo_long_word_level_offset_simplif,gpt2,0,,True,False,last-token,euclidean,12,True,False,Multivariate
sentential_question,-9.488123438869062e-25,9.488123438868989e-25,0.8413447460685448,0.08846256886415768,0.014782098614679152,0.11295609364092246,0.3360952159238587,svo_long_word_level_offset_simplif,gpt2,0,,True,False,last-token,euclidean,12,True,False,Multivariate
