Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
lexical_n_letters,2.164472057623291e-05,4.036342824336804e-07,0.0,0.09289648986465415,0.015152344039014172,0.3297849925371932,0.5742783955817445,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,5,True,False,Multivariate
grammatical_gender,0.00022843513435106644,1.5657174048226697e-06,0.0,0.09289648986465415,0.015152344039014172,0.3297849925371932,0.5742783955817445,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,5,True,False,Multivariate
grammatical_number,0.0013932455720478292,2.9192145736683265e-06,0.0,0.09289648986465415,0.015152344039014172,0.3297849925371932,0.5742783955817445,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,5,True,False,Multivariate
grammatical_pos,0.013150268687123356,1.4514328684222438e-05,0.0,0.09289648986465415,0.015152344039014172,0.3297849925371932,0.5742783955817445,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,5,True,False,Multivariate
grammatical_tense,0.0007379210120467211,2.7671323915724334e-06,0.0,0.09289648986465415,0.015152344039014172,0.3297849925371932,0.5742783955817445,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,5,True,False,Multivariate
grammatical_person,7.806745902875333e-05,6.083527038332636e-07,0.0,0.09289648986465415,0.015152344039014172,0.3297849925371932,0.5742783955817445,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,5,True,False,Multivariate
sequential_posit_from_start,0.0005327371761608908,1.9879732875967157e-06,0.0,0.09289648986465415,0.015152344039014172,0.3297849925371932,0.5742783955817445,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,5,True,False,Multivariate
sentential_question,0.00018568276051872786,1.1153662649299996e-06,0.0,0.09289648986465415,0.015152344039014172,0.3297849925371932,0.5742783955817445,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,5,True,False,Multivariate
