Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
lexical_n_letters,8.85872528770775e-06,1.956021296967449e-07,0.0,0.07688116575909282,0.009219940333429613,0.38714205139248836,0.6222129272889654,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_gender,6.831445291577136e-06,1.5074530855920382e-07,0.0,0.07688116575909282,0.009219940333429613,0.38714205139248836,0.6222129272889654,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_number,0.0,0.0,1.0,0.07688116575909282,0.009219940333429613,0.38714205139248836,0.6222129272889654,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_pos,0.004121461814162847,4.792277319523634e-06,0.0,0.07688116575909282,0.009219940333429613,0.38714205139248836,0.6222129272889654,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_tense,0.00022929876591216435,1.094486856500569e-06,0.0,0.07688116575909282,0.009219940333429613,0.38714205139248836,0.6222129272889654,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,12,True,False,Multivariate
grammatical_person,0.00019283726958737007,9.951799382187332e-07,0.0,0.07688116575909282,0.009219940333429613,0.38714205139248836,0.6222129272889654,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,12,True,False,Multivariate
sequential_posit_from_start,0.002971204441227945,3.4917654284028753e-06,0.0,0.07688116575909282,0.009219940333429613,0.38714205139248836,0.6222129272889654,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,12,True,False,Multivariate
sentential_question,0.0007207948616204351,1.717545414457919e-06,0.0,0.07688116575909282,0.009219940333429613,0.38714205139248836,0.6222129272889654,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,last-token,euclidean,12,True,False,Multivariate
