Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
lexical_n_letters,0.0016769840538561377,3.99961885753982e-06,0.0,0.1008524026549889,0.01940913355861792,0.08146534620785673,0.2854287759247514,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,8,True,False,Multivariate
grammatical_gender,2.018064631046641e-06,6.120469732607651e-08,1.0108120900685042e-238,0.1008524026549889,0.01940913355861792,0.08146534620785673,0.2854287759247514,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,8,True,False,Multivariate
grammatical_number,0.0007947307133531776,2.7145704012983253e-06,0.0,0.1008524026549889,0.01940913355861792,0.08146534620785673,0.2854287759247514,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,8,True,False,Multivariate
grammatical_pos,0.000735017690816367,2.7820652596219097e-06,0.0,0.1008524026549889,0.01940913355861792,0.08146534620785673,0.2854287759247514,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,8,True,False,Multivariate
grammatical_tense,0.0008139331559191503,3.164797130304216e-06,0.0,0.1008524026549889,0.01940913355861792,0.08146534620785673,0.2854287759247514,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,8,True,False,Multivariate
grammatical_person,4.3678369061838644e-05,6.46113331343831e-07,0.0,0.1008524026549889,0.01940913355861792,0.08146534620785673,0.2854287759247514,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,8,True,False,Multivariate
sequential_posit_from_start,-9.1085985013143e-24,9.1085985013144e-24,0.8413447460685404,0.1008524026549889,0.01940913355861792,0.08146534620785673,0.2854287759247514,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,8,True,False,Multivariate
sentential_question,6.34157311565477e-06,2.411822676362329e-07,1.1320300327164926e-152,0.1008524026549889,0.01940913355861792,0.08146534620785673,0.2854287759247514,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,8,True,False,Multivariate
