Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
lexical_n_letters,0.0013942157809258336,3.57948670772373e-06,0.0,0.10226170941670645,0.01928778046318036,0.18287236770931126,0.4276415071756206,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,16,True,False,Multivariate
grammatical_gender,-1.553680213114809e-24,1.6266870314562276e-23,0.5380458934317581,0.10226170941670645,0.01928778046318036,0.18287236770931126,0.4276415071756206,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,16,True,False,Multivariate
grammatical_number,0.00022928729697087915,1.4489029011069075e-06,0.0,0.10226170941670645,0.01928778046318036,0.18287236770931126,0.4276415071756206,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,16,True,False,Multivariate
grammatical_pos,0.00024646603061698815,1.6346568285105587e-06,0.0,0.10226170941670645,0.01928778046318036,0.18287236770931126,0.4276415071756206,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,16,True,False,Multivariate
grammatical_tense,0.0011646144373131813,4.240188604633644e-06,0.0,0.10226170941670645,0.01928778046318036,0.18287236770931126,0.4276415071756206,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,16,True,False,Multivariate
grammatical_person,5.723093977110899e-05,6.782352885188737e-07,0.0,0.10226170941670645,0.01928778046318036,0.18287236770931126,0.4276415071756206,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,16,True,False,Multivariate
sequential_posit_from_start,0.004903337570409405,5.913182480936234e-06,0.0,0.10226170941670645,0.01928778046318036,0.18287236770931126,0.4276415071756206,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,16,True,False,Multivariate
sentential_question,0.00018391572407840638,1.264086498268799e-06,0.0,0.10226170941670645,0.01928778046318036,0.18287236770931126,0.4276415071756206,svo_long_word_level_offset_simplif,mamba,0,,True,False,last-token,euclidean,16,True,False,Multivariate
